Evasion,Adulto_Mayor,Pareja,Dependientes,Meses_Contrato,Multiples_Lineas,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Contrato,Facturacion_Electronica,Metodo_Pago,Cargo_Mensual,Puntaje_Inseguro,Total_Servicios
0,0,1,1,23,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.6,4.0,1.0
1,1,1,1,31,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Electronic check,98.9,2.0,5.0
0,0,1,0,11,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),45.9,4.0,1.0
0,1,0,0,56,1,Fiber optic,0,1,1,1,1,0,Two year,1,Bank transfer (automatic),99.9,1.0,5.0
0,0,0,1,25,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.05,4.0,1.0
0,0,0,0,68,No phone service,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),64.35,0.0,6.0
0,0,0,0,40,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.65,4.0,1.0
1,0,0,0,36,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.9,4.0,2.0
1,0,0,0,32,1,Fiber optic,1,1,0,1,1,1,Month-to-month,1,Credit card (automatic),108.15,1.0,6.0
0,0,1,1,71,1,DSL,1,1,1,1,1,1,Two year,0,Bank transfer (automatic),86.85,0.0,7.0
0,0,1,0,17,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,102.55,2.0,5.0
0,0,1,0,18,0,Fiber optic,0,0,1,1,0,0,Month-to-month,0,Electronic check,78.2,2.0,3.0
0,0,0,0,37,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),91.2,1.0,4.0
0,0,0,0,2,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.35,4.0,1.0
0,0,1,1,28,0,Fiber optic,0,0,0,0,0,0,One year,1,Bank transfer (automatic),70.4,4.0,1.0
0,0,0,0,9,No phone service,DSL,1,1,1,0,0,0,One year,0,Mailed check,39.55,1.0,3.0
0,0,0,0,1,0,DSL,1,0,0,0,0,0,Month-to-month,0,Electronic check,50.15,3.0,2.0
0,0,1,0,65,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),20.4,4.0,1.0
0,0,0,0,3,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,44.6,4.0,1.0
1,0,0,0,1,No phone service,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,34.7,4.0,1.0
0,0,1,0,36,0,Fiber optic,1,0,0,0,1,1,Month-to-month,1,Electronic check,93.6,3.0,4.0
1,0,0,0,23,1,Fiber optic,0,0,0,1,1,0,Month-to-month,1,Electronic check,90.6,3.0,3.0
0,0,1,1,22,0,DSL,1,1,0,1,0,0,Month-to-month,1,Mailed check,57.95,1.0,4.0
0,0,1,0,72,1,Fiber optic,1,1,1,1,1,1,Two year,0,Credit card (automatic),112.1,0.0,7.0
1,0,1,1,17,1,Fiber optic,0,0,1,0,1,0,Month-to-month,0,Electronic check,88.25,3.0,3.0
1,0,0,0,3,0,Fiber optic,0,0,0,1,0,1,Month-to-month,0,Electronic check,85.8,3.0,3.0
1,0,1,0,58,0,DSL,1,1,1,0,0,0,One year,0,Credit card (automatic),60.3,1.0,4.0
0,0,1,1,67,0,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),81.35,1.0,6.0
0,1,0,0,34,0,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,99.85,2.0,5.0
0,0,0,0,10,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),20.0,4.0,1.0
0,0,0,0,69,1,DSL,1,0,1,1,1,1,Two year,1,Credit card (automatic),85.35,1.0,6.0
0,0,0,0,40,No phone service,DSL,1,1,1,0,1,1,One year,0,Credit card (automatic),62.05,1.0,5.0
0,0,0,0,20,0,DSL,1,0,1,0,0,1,Month-to-month,0,Credit card (automatic),64.4,2.0,4.0
0,0,1,1,46,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.4,4.0,1.0
1,0,1,0,2,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,3.0,2.0
1,1,1,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.45,4.0,1.0
0,0,1,0,72,1,Fiber optic,1,0,1,0,1,1,Two year,1,Credit card (automatic),105.0,2.0,5.0
0,0,1,1,70,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.15,4.0,1.0
0,0,0,0,2,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,19.3,4.0,1.0
0,0,0,1,23,0,DSL,0,1,0,1,0,0,Month-to-month,1,Bank transfer (automatic),55.3,2.0,3.0
0,0,1,0,36,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.4,4.0,3.0
1,1,1,0,59,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Bank transfer (automatic),93.85,4.0,3.0
0,0,0,0,67,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.5,4.0,1.0
0,0,1,1,72,1,Fiber optic,1,0,1,0,1,1,Two year,1,Bank transfer (automatic),105.55,2.0,5.0
1,0,0,0,37,1,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Bank transfer (automatic),101.9,2.0,5.0
0,0,1,1,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),24.45,4.0,1.0
0,0,1,0,72,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),19.7,4.0,1.0
1,0,0,0,3,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.4,4.0,1.0
1,1,1,0,54,1,Fiber optic,0,1,0,0,1,1,One year,1,Credit card (automatic),101.5,3.0,4.0
1,0,1,0,60,1,Fiber optic,0,1,1,0,1,0,Month-to-month,1,Electronic check,95.75,2.0,4.0
0,0,1,0,58,1,Fiber optic,1,1,1,0,1,1,One year,1,Credit card (automatic),110.65,1.0,6.0
0,0,1,0,31,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Bank transfer (automatic),83.85,3.0,3.0
0,0,0,0,3,1,DSL,0,0,0,0,1,0,Month-to-month,1,Electronic check,60.25,4.0,2.0
0,0,0,0,55,0,DSL,1,0,1,1,0,0,Two year,1,Electronic check,59.2,1.0,4.0
1,0,0,0,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,44.4,4.0,1.0
0,0,1,0,49,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Credit card (automatic),85.3,3.0,3.0
1,0,0,1,8,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.5,4.0,0.0
0,1,0,0,39,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,99.75,3.0,4.0
0,0,1,0,66,1,DSL,1,1,1,0,0,0,Two year,1,Credit card (automatic),66.1,1.0,4.0
0,0,1,1,15,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Mailed check,20.55,4.0,1.0
0,0,1,0,51,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,98.85,3.0,4.0
0,1,0,0,9,0,DSL,0,0,0,1,0,0,Month-to-month,0,Mailed check,49.2,3.0,2.0
1,0,0,0,1,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.9,4.0,1.0
0,0,0,0,25,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,1,Bank transfer (automatic),19.5,4.0,1.0
0,0,1,0,22,0,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),87.0,3.0,3.0
0,0,0,0,15,1,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,49.0,4.0,1.0
1,0,1,1,28,0,Fiber optic,0,0,0,0,1,1,One year,1,Bank transfer (automatic),90.1,4.0,3.0
0,0,0,0,3,0,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Mailed check,90.7,4.0,3.0
0,0,1,0,47,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.5,3.0,4.0
0,0,0,0,67,1,DSL,1,0,1,1,1,1,Two year,1,Mailed check,85.25,1.0,6.0
0,1,0,0,18,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.7,3.0,2.0
0,0,1,0,62,0,DSL,0,1,1,1,0,0,Two year,1,Credit card (automatic),60.15,1.0,4.0
0,0,0,0,41,1,DSL,0,1,1,0,1,1,One year,1,Electronic check,80.55,2.0,5.0
0,0,0,0,44,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.15,4.0,1.0
0,0,0,0,53,0,Fiber optic,0,1,1,1,0,1,One year,1,Credit card (automatic),94.45,1.0,5.0
0,0,1,0,48,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.05,4.0,1.0
0,1,1,0,54,1,Fiber optic,1,1,1,1,1,1,One year,1,Bank transfer (automatic),115.6,0.0,7.0
1,0,1,0,48,No phone service,DSL,1,0,1,0,0,1,Month-to-month,1,Bank transfer (automatic),45.3,2.0,3.0
0,0,0,0,24,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),99.65,3.0,4.0
0,0,0,0,33,0,Fiber optic,0,1,0,1,0,0,Two year,0,Bank transfer (automatic),80.6,2.0,3.0
0,0,1,0,66,1,DSL,1,1,0,1,1,1,Two year,0,Electronic check,85.25,1.0,6.0
0,0,1,1,3,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.55,4.0,1.0
0,0,0,0,13,No phone service,DSL,0,0,1,1,0,0,Two year,0,Mailed check,35.4,2.0,2.0
0,0,1,1,63,1,DSL,1,1,1,0,1,1,Two year,0,Credit card (automatic),83.5,1.0,6.0
1,0,1,1,23,0,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,83.8,1.0,4.0
0,0,0,1,52,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),25.6,4.0,1.0
0,0,0,0,3,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Credit card (automatic),20.75,4.0,1.0
0,0,0,0,10,0,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),56.75,4.0,2.0
0,0,1,1,72,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),20.1,4.0,1.0
0,0,0,0,29,0,Fiber optic,0,0,1,1,1,1,Month-to-month,1,Credit card (automatic),98.8,2.0,5.0
0,1,1,0,62,1,Fiber optic,1,0,1,0,1,1,One year,1,Electronic check,104.85,2.0,5.0
1,0,1,0,41,1,DSL,0,0,1,0,1,1,One year,1,Electronic check,73.0,3.0,4.0
1,0,0,0,43,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,77.85,3.0,2.0
0,0,0,1,26,0,Fiber optic,0,1,1,1,1,1,Two year,1,Electronic check,105.45,1.0,6.0
0,0,1,0,19,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,96.8,3.0,4.0
0,0,1,1,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.25,4.0,1.0
0,1,0,0,45,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),102.15,3.0,4.0
0,0,0,0,32,0,DSL,0,0,0,0,1,1,One year,1,Bank transfer (automatic),64.85,4.0,3.0
0,0,0,0,41,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.25,4.0,1.0
0,0,1,1,65,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),24.75,4.0,1.0
1,0,1,0,55,1,Fiber optic,1,1,0,0,1,0,Month-to-month,1,Electronic check,96.75,2.0,4.0
0,0,1,1,11,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,19.65,4.0,1.0
0,0,0,0,49,0,DSL,0,0,1,1,1,1,Two year,1,Bank transfer (automatic),74.45,2.0,5.0
0,0,1,0,61,1,Fiber optic,1,0,1,1,1,0,Month-to-month,0,Bank transfer (automatic),99.4,1.0,5.0
0,0,1,1,25,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.15,4.0,1.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.5,4.0,1.0
0,0,0,1,23,0,DSL,0,0,0,1,0,0,One year,1,Electronic check,49.45,3.0,2.0
0,0,0,0,21,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,73.7,4.0,1.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.7,4.0,2.0
1,1,1,0,5,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),79.9,3.0,2.0
0,0,1,0,24,0,DSL,1,0,0,1,1,1,One year,0,Bank transfer (automatic),74.4,2.0,5.0
1,1,0,0,27,1,Fiber optic,0,0,1,0,0,1,Month-to-month,0,Credit card (automatic),88.3,3.0,3.0
0,0,1,0,70,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.8,4.0,1.0
1,1,0,0,5,0,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Credit card (automatic),75.55,3.0,2.0
0,0,1,1,46,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,20.2,4.0,1.0
0,0,1,1,2,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,71.65,4.0,1.0
0,0,1,1,57,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Bank transfer (automatic),20.1,4.0,1.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,71.1,4.0,1.0
0,1,1,0,60,1,Fiber optic,0,0,1,0,1,1,One year,1,Credit card (automatic),100.5,3.0,4.0
0,0,1,1,37,1,DSL,1,0,1,1,0,0,Two year,1,Credit card (automatic),62.8,1.0,4.0
1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,70.45,4.0,1.0
0,0,1,1,28,0,Fiber optic,0,1,1,0,1,1,One year,0,Bank transfer (automatic),100.35,2.0,5.0
0,1,0,0,24,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,20.3,4.0,1.0
0,0,0,0,62,1,Fiber optic,1,1,1,0,0,0,One year,1,Electronic check,92.05,1.0,4.0
1,0,0,1,18,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Bank transfer (automatic),20.15,4.0,1.0
1,0,0,0,5,0,DSL,1,0,0,1,0,0,Month-to-month,0,Electronic check,54.2,2.0,3.0
0,0,1,1,20,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.35,4.0,1.0
1,0,0,0,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Mailed check,70.75,4.0,1.0
1,0,0,0,35,0,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),102.35,2.0,5.0
0,1,0,0,52,No phone service,DSL,0,1,1,1,1,0,Month-to-month,1,Electronic check,50.5,1.0,4.0
1,0,1,0,30,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.0,4.0,2.0
0,0,1,0,72,No phone service,DSL,1,1,1,0,0,0,Two year,0,Bank transfer (automatic),42.1,1.0,3.0
1,1,0,0,15,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,75.65,4.0,1.0
0,0,0,1,70,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,114.6,0.0,7.0
0,0,0,1,66,1,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),65.7,1.0,4.0
0,1,1,0,55,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,74.0,4.0,1.0
1,1,1,0,55,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,85.45,2.0,3.0
0,1,1,0,57,1,DSL,0,1,1,0,1,0,One year,1,Credit card (automatic),71.1,2.0,4.0
0,0,1,0,72,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,109.55,1.0,6.0
0,0,1,0,28,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,20.5,4.0,1.0
0,0,1,0,54,0,DSL,1,1,0,0,1,1,Two year,1,Bank transfer (automatic),74.55,2.0,5.0
0,1,1,1,24,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.85,3.0,2.0
0,0,1,0,2,0,DSL,1,0,0,0,0,1,Month-to-month,1,Mailed check,62.15,3.0,3.0
0,0,0,1,12,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Credit card (automatic),21.05,4.0,1.0
0,1,0,0,51,1,Fiber optic,0,1,0,0,0,0,One year,1,Bank transfer (automatic),79.6,3.0,2.0
0,0,0,0,13,0,DSL,0,1,0,1,1,1,Month-to-month,0,Mailed check,73.35,2.0,5.0
0,0,0,0,58,0,DSL,0,1,1,1,1,0,Two year,0,Bank transfer (automatic),70.1,1.0,5.0
0,0,1,1,18,0,DSL,0,0,1,1,0,0,One year,1,Credit card (automatic),54.4,2.0,3.0
0,0,1,0,29,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.55,4.0,1.0
0,0,1,1,72,1,DSL,1,1,0,1,1,0,Two year,0,Mailed check,74.55,1.0,5.0
0,0,1,1,71,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Credit card (automatic),23.9,4.0,1.0
0,0,0,0,70,No phone service,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),44.6,0.0,4.0
1,0,0,0,9,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,95.5,4.0,3.0
0,0,1,1,20,1,Fiber optic,0,0,1,1,0,1,Month-to-month,1,Bank transfer (automatic),95.5,2.0,4.0
1,0,0,0,69,1,DSL,1,1,1,1,0,1,One year,1,Credit card (automatic),78.6,0.0,6.0
0,0,0,0,63,1,Fiber optic,1,1,1,1,1,0,One year,0,Credit card (automatic),104.5,0.0,6.0
0,0,0,0,7,0,DSL,1,1,1,0,0,0,Month-to-month,0,Electronic check,61.4,1.0,4.0
0,0,1,1,69,No phone service,DSL,1,0,1,0,0,1,Two year,1,Credit card (automatic),43.95,2.0,3.0
1,0,1,1,5,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Bank transfer (automatic),25.9,4.0,1.0
0,0,0,0,9,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Electronic check,80.55,2.0,3.0
0,0,1,1,46,1,Fiber optic,1,0,1,1,0,1,Two year,0,Mailed check,99.65,1.0,5.0
0,1,1,0,60,0,Fiber optic,0,1,1,0,1,1,One year,1,Electronic check,97.95,2.0,5.0
1,1,1,0,27,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.55,2.0,4.0
0,0,1,0,16,1,Fiber optic,1,1,1,0,0,0,Month-to-month,0,Electronic check,90.7,1.0,4.0
1,0,1,1,22,0,Fiber optic,0,1,0,0,0,1,Month-to-month,0,Electronic check,83.3,3.0,3.0
0,0,1,1,41,1,Fiber optic,1,1,1,0,0,1,One year,1,Bank transfer (automatic),101.6,1.0,5.0
0,1,0,0,4,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Electronic check,72.75,3.0,2.0
0,0,0,0,24,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Credit card (automatic),88.95,3.0,3.0
0,0,0,0,38,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.3,4.0,1.0
0,0,0,0,25,1,DSL,1,1,1,1,1,0,Month-to-month,1,Bank transfer (automatic),78.35,0.0,6.0
0,0,1,0,40,0,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,80.0,2.0,3.0
1,0,0,0,8,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,49.85,3.0,2.0
0,0,1,1,13,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,1,Mailed check,19.85,4.0,1.0
0,0,1,1,64,1,Fiber optic,1,1,1,0,0,0,Month-to-month,1,Electronic check,91.8,1.0,4.0
1,0,1,1,62,0,Fiber optic,0,1,1,0,1,1,Month-to-month,1,Electronic check,100.15,2.0,5.0
0,0,1,0,20,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.8,4.0,1.0
1,0,1,0,14,No phone service,DSL,0,0,0,0,1,1,Month-to-month,0,Electronic check,46.35,4.0,2.0
0,0,0,0,57,0,DSL,0,1,1,1,1,0,Two year,0,Mailed check,69.75,1.0,5.0
0,0,0,1,12,0,DSL,1,0,0,0,1,1,Month-to-month,1,Mailed check,69.85,3.0,4.0
0,0,1,1,59,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,25.45,4.0,1.0
0,0,1,1,59,0,DSL,0,1,0,1,1,1,Two year,1,Credit card (automatic),75.95,2.0,5.0
1,0,0,1,53,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Bank transfer (automatic),19.75,4.0,1.0
0,0,1,1,45,1,DSL,0,1,1,0,1,1,One year,0,Credit card (automatic),78.75,2.0,5.0
0,0,1,0,50,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Electronic check,19.8,4.0,1.0
1,0,1,0,20,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,89.0,4.0,3.0
1,1,0,0,1,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.25,4.0,0.0
0,0,1,1,70,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Mailed check,19.2,4.0,1.0
1,1,1,0,1,No phone service,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,25.05,4.0,0.0
1,0,1,0,64,No phone service,DSL,1,0,1,1,0,1,Two year,0,Electronic check,47.85,1.0,4.0
1,0,0,1,49,1,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),75.2,4.0,1.0
1,0,0,1,28,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,3.0,2.0
0,0,1,0,72,1,Fiber optic,1,0,1,1,1,1,Two year,1,Credit card (automatic),111.9,1.0,6.0
0,0,0,0,13,0,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Mailed check,81.9,4.0,2.0
0,0,1,1,4,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,0,Mailed check,18.85,4.0,1.0
0,0,0,0,53,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,18.7,4.0,1.0
0,0,1,0,63,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),81.55,3.0,2.0
0,0,0,0,10,No phone service,DSL,0,0,0,1,0,0,Two year,1,Mailed check,29.6,3.0,1.0
0,0,1,0,56,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,0,Credit card (automatic),19.95,4.0,1.0
1,0,0,0,10,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,45.55,4.0,1.0
0,0,0,0,65,1,Fiber optic,1,0,0,1,0,1,One year,0,Electronic check,93.55,2.0,4.0
0,0,0,0,1,0,DSL,1,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),48.45,3.0,2.0
1,1,0,0,21,No phone service,DSL,1,0,0,0,1,0,Month-to-month,1,Electronic check,41.9,3.0,2.0
0,0,1,1,29,0,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,0,Mailed check,20.2,4.0,1.0
0,0,1,0,72,1,0,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,1,Credit card (automatic),24.15,4.0,1.0
1,0,1,1,22,0,DSL,1,0,1,1,1,0,One year,1,Bank transfer (automatic),67.5,1.0,5.0
1,0,0,0,23,1,Fiber optic,1,0,0,0,1,0,Month-to-month,1,Bank transfer (automatic),90.05,3.0,3.0
0,0,1,0,40,1,DSL,0,1,0,1,1,0,One year,0,Credit card (automatic),70.75,2.0,4.0
1,0,0,0,2,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,4.0,1.0
